        313     0.02    2.70
   63.86730     0.00011447
   64.87436     0.00011108
   65.89731     0.00011105
   66.93639     0.00010998
   67.99185     0.00010097
   69.06395     0.00010038
   70.15296     0.00009897
   71.25914     0.00009890
   72.38277     0.00009811
   73.52411     0.00009060
   74.68345     0.00008932
   75.86106     0.00009264
   77.05725     0.00009445
   78.27230     0.00009795
   79.50651     0.00008781
   80.76018     0.00007902
   82.03361     0.00008275
   83.32713     0.00007927
   84.64104     0.00007720
   85.97568     0.00007389
   87.33135     0.00006914
   88.70840     0.00006909
   90.10717     0.00006812
   91.52799     0.00006390
   92.97122     0.00006196
   94.42687     0.00006239
   95.92630     0.00005882
   96.81723     0.00005805
   98.97530     0.00005970
   99.82354     0.00005805
