        313     0.02    2.70
    7.02965     0.00176522
    7.10467     0.00210523
    7.12485     0.00221197
    7.23763     0.00213449
    7.35175     0.00230110
    7.46236     0.00264271
    7.55850     0.00308541
    7.65043     0.00360143
    7.73248     0.00417525
    7.79875     0.00491551
    7.86558     0.00574269
    7.94005     0.00677085
    7.99403     0.00793289
    8.04218     0.00932464
    8.09686     0.01098490
    8.15609     0.01303729
    8.20846     0.01564290
    8.25529     0.01872105
    8.30155     0.02231988
    8.33789     0.02622167
    8.36759     0.03028121
    8.40849     0.03550927
    8.44616     0.04210265
    8.49853     0.05060250
    8.54489     0.05412258
    8.62208     0.05108427
    8.65699     0.05631680
    8.73856     0.06100496
    8.85114     0.07136365
    8.92065     0.08380772
    8.98006     0.09906797
    9.04200     0.11919192
    9.07417     0.12650345
    9.13645     0.13661114
    9.21321     0.12468845
    9.24684     0.10613916
    9.27867     0.08710227
    9.30290     0.07544306
    9.33338     0.06607543
    9.38263     0.05485939
    9.42945     0.04550172
    9.47651     0.03917863
    9.53057     0.03313122
    9.58495     0.02814179
    9.63474     0.02407094
    9.68544     0.02058808
    9.76922     0.01704179
    9.82651     0.01453255
    9.88101     0.01236105
    9.97436     0.01044791
   10.05984     0.00885353
   10.15328     0.00753231
   10.26216     0.00643415
   10.37959     0.00552368
   10.50584     0.00475351
   10.63362     0.00406922
   10.75530     0.00344569
   10.89386     0.00293432
   11.03420     0.00254628
   11.16841     0.00216144
   11.32839     0.00194953
   11.50211     0.00194702
   11.68846     0.00206474
   11.84747     0.00236975
   11.97939     0.00280887
   12.07905     0.00325697
   12.15469     0.00386001
   12.21824     0.00455985
   12.26010     0.00542620
   12.29378     0.00644462
   12.32393     0.00782418
   12.35708     0.01021034
   12.39914     0.01298996
   12.41090     0.01575897
   12.42401     0.01889928
   12.44837     0.02203574
   12.46071     0.02471140
   12.49685     0.02714516
   12.56036     0.02366295
   12.57856     0.02077703
   12.60068     0.01843921
   12.62808     0.01575152
   12.64248     0.01447704
   12.69356     0.01361624
   12.74357     0.01533855
   12.75280     0.01648789
   12.76204     0.01772335
   12.81761     0.01961006
   12.85133     0.01794861
   12.86929     0.01501300
   12.87905     0.01274909
   12.90944     0.01082254
   12.93044     0.00907511
   12.94885     0.00781862
   12.96420     0.00664589
   13.00422     0.00553735
   13.03508     0.00462230
   13.07531     0.00389613
   13.12266     0.00324687
   13.19049     0.00266132
   13.25632     0.00227096
   13.36042     0.00194395
   13.55180     0.00162839
   13.76549     0.00144940
   13.91046     0.00141325
   13.98255     0.00147820
   14.15353     0.00177085
   14.21313     0.00219407
   14.24349     0.00271520
   14.28295     0.00337829
   14.28818     0.00394299
   14.32401     0.00490759
   14.36555     0.00583236
   14.42331     0.00482717
   14.44789     0.00408651
   14.47837     0.00344722
   14.48867     0.00283228
   14.52994     0.00224338
   14.58170     0.00182493
   14.66489     0.00150405
   14.80952     0.00126649
   15.03448     0.00113574
   15.27155     0.00110395
   15.51235     0.00112771
   15.75695     0.00114678
   16.00541     0.00116018
   16.25778     0.00119628
   16.51414     0.00129675
   16.77454     0.00138942
   17.03904     0.00151439
   17.30771     0.00170692
   17.58062     0.00174984
   17.85784     0.00185087
   18.11937     0.00212511
   18.29777     0.00245208
   18.41048     0.00285915
   18.47793     0.00329884
   18.56826     0.00389514
   18.65397     0.00472735
   18.73596     0.00582047
   18.78532     0.00690499
   18.82276     0.00785199
   18.89173     0.00931467
   18.94362     0.01099952
   19.00337     0.01286464
   19.03816     0.01502011
   19.13122     0.01776757
   19.20587     0.02062464
   19.24075     0.02217309
   19.39294     0.02374507
   19.57804     0.02177615
   19.64328     0.01981170
   19.77784     0.01689675
   19.87801     0.01561815
   20.03782     0.01505600
   20.24112     0.01607614
   20.34144     0.01739134
   20.45796     0.02026025
   20.57259     0.02394620
   20.68629     0.02835478
   20.83762     0.03407508
   21.06109     0.03981577
   21.36278     0.04594665
   21.49489     0.04786645
   21.61977     0.04600148
   21.68505     0.04234818
   21.76394     0.03764073
   21.85005     0.03118785
   21.92714     0.02576386
   22.02221     0.02092936
   22.09829     0.01802520
   22.19910     0.01550934
   22.30988     0.01317564
   22.43717     0.01116665
   22.57766     0.00946539
   22.77476     0.00804946
   22.98628     0.00667661
   23.33213     0.00560332
   23.66635     0.00490970
   24.00536     0.00422811
   24.27535     0.00383066
   24.39834     0.00405840
   24.64976     0.00474205
   24.76837     0.00586754
   24.83893     0.00736290
   24.90968     0.00934718
   24.99249     0.01194426
   25.05315     0.01500856
   25.07936     0.01798134
   25.11570     0.02077703
   25.23092     0.02305572
   25.29822     0.02047894
   25.34495     0.01741668
   25.42098     0.01330905
   25.49512     0.01047472
   25.60414     0.00832049
   25.77057     0.00671966
   25.83506     0.00635242
   25.98515     0.00608290
   26.08645     0.00641628
   26.21192     0.00700331
   26.31380     0.00778111
   26.36791     0.00930334
   26.49950     0.01107786
   26.60335     0.01339959
   26.69133     0.01640838
   26.76815     0.01877805
   26.90417     0.02018512
   27.03934     0.01840000
   27.20049     0.01485655
   27.29645     0.01194426
   27.41317     0.00965002
   27.53202     0.00786244
   27.61255     0.00661564
   27.77009     0.00565650
   27.91151     0.00486778
   28.07075     0.00415678
   28.33147     0.00353810
   28.54236     0.00303385
   28.83966     0.00259663
   29.16968     0.00222699
   29.56649     0.00190193
   30.01135     0.00163313
   30.48457     0.00142207
   30.96525     0.00125437
   31.45352     0.00112263
   31.94948     0.00100927
   32.45327     0.00091440
   32.96499     0.00083651
   33.48479     0.00076847
   34.01278     0.00071791
   34.54910     0.00067284
   35.09387     0.00063284
   35.64724     0.00061374
   36.20933     0.00062392
   36.72801     0.00068951
   37.12189     0.00079772
   37.32989     0.00095565
   37.48443     0.00112335
   37.58675     0.00134619
   37.70224     0.00168985
   37.72897     0.00199916
   37.78364     0.00221197
   37.89540     0.00299929
   37.97781     0.00242267
   38.02612     0.00202120
   38.13724     0.00171354
   38.23830     0.00136813
   38.37451     0.00110621
   38.51348     0.00093077
   38.74010     0.00077631
   39.01658     0.00066384
   39.43500     0.00055276
   39.94303     0.00048031
   40.57286     0.00042765
   41.21262     0.00039286
   41.86246     0.00036891
   42.52256     0.00034833
   43.19306     0.00032825
   43.87413     0.00031396
   44.56595     0.00029549
   45.26867     0.00028262
   45.98247     0.00026780
   46.70753     0.00025680
   47.44402     0.00024467
   48.19212     0.00023531
   48.95202     0.00022111
   49.72390     0.00021196
   50.50795     0.00020543
   51.30437     0.00019968
   52.11334     0.00019043
   52.93507     0.00018232
   53.76976     0.00017331
   54.61761     0.00016652
   55.47883     0.00015953
   56.35363     0.00015682
   57.24222     0.00014755
   58.14482     0.00014249
   59.06165     0.00014040
   59.99295     0.00013184
   60.93892     0.00012642
   61.89982     0.00012388
   62.87586     0.00012076
