        1000  2.000000 2.210000
2.20000 6.29358496e-01
2.20842 6.27330600e-01
2.21687 6.25306240e-01
2.22536 6.56235632e-01
2.23388 6.65669091e-01
2.24243 6.66747571e-01
2.25101 6.68503195e-01
2.25963 6.69147925e-01
2.26828 6.65871232e-01
2.27696 6.67195464e-01
2.28568 6.67503096e-01
2.29443 6.61971613e-01
2.30321 6.63209803e-01
2.31203 6.62154896e-01
2.32088 6.58584715e-01
2.32976 6.59212944e-01
2.33868 6.56695312e-01
2.34763 6.56790784e-01
2.35662 6.54126997e-01
2.36564 6.54649736e-01
2.37469 6.53890085e-01
2.38378 6.52416163e-01
2.39291 6.51947053e-01
2.40207 6.50353496e-01
2.41126 6.47873581e-01
2.42049 6.45718389e-01
2.42976 6.43595021e-01
2.43906 6.42700413e-01
2.44839 6.39548659e-01
2.45777 6.41071496e-01
2.46717 6.39530389e-01
2.47662 6.36999203e-01
2.48610 6.36139955e-01
2.49561 6.35220005e-01
2.50517 6.32352899e-01
2.51476 6.30345629e-01
2.52438 6.29356139e-01
2.53405 6.24784091e-01
2.54375 6.25855499e-01
2.55348 6.26196133e-01
2.56326 6.24221867e-01
2.57307 6.22848131e-01
2.58292 6.21312328e-01
2.59280 6.19051056e-01
2.60273 6.17195835e-01
2.61269 6.15887515e-01
2.62269 6.15698339e-01
2.63273 6.12497669e-01
2.64281 6.11859421e-01
2.65293 6.11380293e-01
2.66308 6.08806675e-01
2.67328 6.08170195e-01
2.68351 6.08249165e-01
2.69378 6.04750293e-01
2.70409 6.01397576e-01
2.71444 6.01498941e-01
2.72483 5.98521629e-01
2.73526 5.97186200e-01
2.74573 5.95602072e-01
2.75624 5.94611403e-01
2.76679 5.93252989e-01
2.77739 5.91100155e-01
2.78802 5.90057624e-01
2.79869 5.86997629e-01
2.80940 5.88077405e-01
2.82016 5.85747181e-01
2.83095 5.84876029e-01
2.84179 5.80780457e-01
2.85267 5.81211966e-01
2.86359 5.78334900e-01
2.87455 5.75787389e-01
2.88555 5.74899263e-01
2.89660 5.73175228e-01
2.90768 5.72102641e-01
2.91881 5.70566838e-01
2.92998 5.69220565e-01
2.94120 5.67803219e-01
2.95246 5.66333539e-01
2.96376 5.65598876e-01
2.97511 5.63140178e-01
2.98649 5.61596006e-01
2.99793 5.59555499e-01
3.00940 5.58370114e-01
3.02092 5.56937091e-01
3.03248 5.56520491e-01
3.04409 5.54196160e-01
3.05574 5.53398203e-01
3.06744 5.52283066e-01
3.07918 5.52145811e-01
3.09097 5.50700176e-01
3.10280 5.49661535e-01
3.11468 5.50309566e-01
3.12660 5.49245525e-01
3.13857 5.48797042e-01
3.15058 5.47023266e-01
3.16264 5.46693652e-01
3.17475 5.46137970e-01
3.18690 5.45814426e-01
3.19910 5.45455463e-01
3.21135 5.43857898e-01
3.22364 5.42750423e-01
3.23598 5.42330346e-01
3.24837 5.41814797e-01
3.26080 5.41975921e-01
3.27328 5.39750598e-01
3.28581 5.38809492e-01
3.29839 5.38337436e-01
3.31101 5.37566234e-01
3.32369 5.37176921e-01
3.33641 5.36230393e-01
3.34918 5.35445165e-01
3.36200 5.35239193e-01
3.37487 5.35452885e-01
3.38779 5.35075476e-01
3.40076 5.34872510e-01
3.41377 5.36395583e-01
3.42684 5.37405464e-01
3.43996 5.31557215e-01
3.45313 5.28956369e-01
